,location,size,total_sqft,bath,price
615,BTM Layout,3,1776.0,2.0,75.0
616,BTM Layout,3,1458.0,3.0,79.0
617,BTM Layout,2,935.0,2.0,51.5
618,BTM Layout,2,1020.0,2.0,46.5
619,BTM Layout,3,1600.0,3.0,112.0
620,BTM Layout,3,1300.0,2.0,75.0
621,BTM Layout,3,1540.0,2.0,78.0
622,BTM Layout,1,450.0,1.0,20.0
623,BTM Layout,2,1196.0,2.0,56.81
624,BTM Layout,3,1470.0,2.0,99.0
627,Babusapalaya,3,1611.0,2.0,66.0
629,Babusapalaya,3,1675.0,3.0,75.0
630,Babusapalaya,2,1141.0,2.0,46.0
631,Babusapalaya,2,1500.0,2.0,57.0
633,Babusapalaya,2,1050.0,2.0,45.0
634,Babusapalaya,2,1141.0,2.0,45.9
636,Babusapalaya,3,1230.0,3.0,53.0
637,Babusapalaya,2,1105.0,2.0,40.0
638,Babusapalaya,3,1410.0,2.0,65.0
639,Babusapalaya,2,1450.0,2.0,55.99
640,Babusapalaya,2,1100.0,2.0,38.0
642,Babusapalaya,2,1061.0,2.0,33.84
643,Babusapalaya,2,1061.0,2.0,38.95
644,Babusapalaya,2,1061.0,2.0,34.0
645,Babusapalaya,2,1245.0,2.0,58.0
646,Badavala Nagar,3,1494.0,2.0,94.55
647,Badavala Nagar,2,1274.0,2.0,81.0
648,Badavala Nagar,3,1842.0,3.0,115.0
649,Badavala Nagar,3,1494.0,2.0,94.55
650,Badavala Nagar,2,1274.0,2.0,81.0
651,Badavala Nagar,3,1494.0,2.0,94.55
652,Badavala Nagar,3,1842.0,3.0,115.0
653,Badavala Nagar,3,1842.0,3.0,115.0
654,Badavala Nagar,3,1842.0,3.0,115.0
655,Balagere,2,1210.0,2.0,80.9
656,Balagere,2,1210.0,2.0,72.0
657,Balagere,2,1205.0,2.0,78.5
658,Balagere,1,790.5,1.0,41.9
661,Balagere,2,1020.07,2.0,68.38
662,Balagere,2,1205.47,2.0,81.0
663,Balagere,2,1007.0,2.0,65.0
665,Balagere,2,1210.0,2.0,74.0
666,Balagere,2,1210.0,2.0,83.0
667,Balagere,1,675.0,1.0,45.0
668,Balagere,1,656.0,1.0,43.0
670,Balagere,2,1012.0,2.0,64.0
671,Balagere,2,1007.0,2.0,62.0
672,Balagere,2,1007.0,2.0,67.0
673,Balagere,2,1007.0,2.0,66.0
676,Balagere,1,645.0,1.0,34.18
679,Balagere,1,790.5,1.0,42.295
680,Balagere,2,1012.0,2.0,65.0
681,Balagere,1,656.0,1.0,38.77
682,Balagere,1,645.0,1.0,39.0
683,Balagere,1,645.0,1.0,41.0
684,Balagere,2,1210.0,2.0,82.0
685,Balagere,1,656.0,1.0,34.77
686,Balagere,2,1205.0,2.0,73.87
687,Balagere,2,1012.0,2.0,70.0
688,Balagere,2,1007.0,2.0,68.0
690,Balagere,2,1205.0,2.0,79.0
691,Balagere,2,1012.0,2.0,68.0
693,Banashankari,2,1077.0,2.0,37.64
694,Banashankari,3,1470.0,2.0,88.64
695,Banashankari,3,1300.0,2.0,75.0
696,Banashankari,3,1800.0,3.0,115.0
697,Banashankari,2,1125.0,2.0,63.0
699,Banashankari,2,1310.0,2.0,80.0
700,Banashankari,3,2600.0,4.0,135.0
701,Banashankari,3,1900.0,2.0,170.0
702,Banashankari,2,1260.0,2.0,75.0
703,Banashankari,2,1170.0,2.0,46.79
705,Banashankari,3,1350.0,2.0,83.0
707,Banashankari,2,1330.0,2.0,78.0
708,Banashankari,3,1400.0,2.0,78.0
709,Banashankari,3,1700.0,3.0,125.0
710,Banashankari,2,1020.0,2.0,40.79
711,Banashankari,2,1600.0,2.0,63.98
712,Banashankari,2,1041.0,2.0,36.44
713,Banashankari,1,2400.0,1.0,200.0
714,Banashankari,2,1390.0,2.0,86.0
715,Banashankari,2,1460.0,2.0,70.0
716,Banashankari,2,1200.0,2.0,60.0
717,Banashankari,2,1290.0,2.0,80.0
718,Banashankari,3,2582.0,5.0,250.0
719,Banashankari,2,1186.0,2.0,65.0
720,Banashankari,3,1650.0,3.0,101.0
722,Banashankari,2,1181.0,2.0,75.0
723,Banashankari,2,1105.0,2.0,90.0
724,Banashankari,1,720.0,1.0,60.0
725,Banashankari,2,1040.0,2.0,45.0
726,Banashankari,2,1330.0,2.0,77.0
727,Banashankari,2,1200.0,2.0,49.0
728,Banashankari,2,1185.0,2.0,67.0
729,Banashankari,2,1000.0,2.0,50.0
730,Banashankari,3,1650.0,3.0,90.75
731,Banashankari,3,1650.0,3.0,101.0
732,Banashankari,2,1310.0,2.0,80.43
733,Banashankari,2,600.0,1.0,27.0
734,Banashankari,2,1430.0,2.0,87.8
735,Banashankari,2,1020.0,2.0,42.83
737,Banashankari,3,1540.0,3.0,80.0
738,Banashankari,2,1195.0,2.0,35.84
739,Banashankari,3,1683.0,3.0,115.0
740,Banashankari,3,1800.0,3.0,125.0
741,Banashankari,2,1175.0,2.0,41.13
742,Banashankari,3,1750.0,2.0,89.0
743,Banashankari,3,1800.0,3.0,175.0
744,Banashankari,2,1450.0,2.0,50.75
745,Banashankari,3,1770.0,3.0,108.0
746,Banashankari,3,1800.0,3.0,125.0
749,Banashankari,3,1200.0,3.0,74.52
750,Banashankari,2,1100.0,2.0,63.0
751,Banashankari,2,1020.0,2.0,40.79
752,Banashankari,2,1260.0,2.0,75.0
754,Banashankari,3,1426.0,3.0,85.0
755,Banashankari Stage II,2,1700.0,2.0,150.0
756,Banashankari Stage II,4,1200.0,2.0,150.0
757,Banashankari Stage II,3,1500.0,2.0,120.0
758,Banashankari Stage II,5,2400.0,3.0,510.0
759,Banashankari Stage II,3,1240.0,2.0,59.52
760,Banashankari Stage II,2,1250.0,2.0,110.0
761,Banashankari Stage II,3,1260.0,2.0,95.0
762,Banashankari Stage II,3,2400.0,2.0,300.0
763,Banashankari Stage II,2,1400.0,2.0,100.0
764,Banashankari Stage II,5,2800.0,3.0,425.0
765,Banashankari Stage II,3,3000.0,3.0,450.0
766,Banashankari Stage II,3,1200.0,2.0,198.0
767,Banashankari Stage II,2,1245.0,2.0,125.0
768,Banashankari Stage III,3,1305.0,2.0,58.7
769,Banashankari Stage III,2,1145.0,2.0,58.4
770,Banashankari Stage III,3,1650.0,3.0,118.0
771,Banashankari Stage III,4,2400.0,4.0,240.0
772,Banashankari Stage III,3,1350.0,2.0,68.0
774,Banashankari Stage III,3,1305.0,2.0,59.0
775,Banashankari Stage III,3,1305.0,2.0,60.0
776,Banashankari Stage III,2,1200.0,2.0,42.0
777,Banashankari Stage III,3,1305.0,2.0,59.0
778,Banashankari Stage III,3,1480.0,3.0,75.48
779,Banashankari Stage III,3,1305.0,2.0,59.0
780,Banashankari Stage III,2,1304.0,2.0,111.0
781,Banashankari Stage III,6,3000.0,6.0,150.0
782,Banashankari Stage III,2,1085.0,2.0,50.0
783,Banashankari Stage III,3,1500.0,2.0,100.0
784,Banashankari Stage III,4,2100.0,3.0,147.0
785,Banashankari Stage III,3,1420.0,2.0,95.0
786,Banashankari Stage V,3,1300.0,2.0,58.5
787,Banashankari Stage V,3,1305.0,2.0,49.0
788,Banashankari Stage V,2,1035.0,2.0,35.77
789,Banashankari Stage V,3,1355.0,2.0,61.0
790,Banashankari Stage V,3,1510.0,3.0,47.57
791,Banashankari Stage V,3,1650.0,3.0,51.98
792,Banashankari Stage V,3,1630.0,3.0,51.35
793,Banashankari Stage V,3,1510.0,3.0,47.57
794,Banashankari Stage V,3,1315.0,2.0,49.0
795,Banashankari Stage V,3,1540.0,3.0,48.51
796,Banashankari Stage V,2,920.0,2.0,41.5
797,Banashankari Stage VI,2,1177.5,2.0,59.935
798,Banashankari Stage VI,4,4800.0,4.0,190.0
799,Banashankari Stage VI,4,2800.0,4.0,89.0
800,Banashankari Stage VI,4,2200.0,4.0,195.0
801,Banashankari Stage VI,2,1160.0,2.0,59.0
802,Banashankari Stage VI,2,1180.0,2.0,59.47
803,Banashankari Stage VI,3,1423.0,2.0,71.73
804,Banashankari Stage VI,3,1392.0,3.0,69.46
805,Banashankari Stage VI,3,1410.5,2.0,70.385
806,Banashankari Stage VI,4,4800.0,3.0,200.0
807,Banaswadi,2,1184.0,2.0,53.0
808,Banaswadi,2,1145.0,2.0,55.0
809,Banaswadi,2,1250.0,2.0,60.0
810,Banaswadi,2,1365.0,2.0,73.0
811,Banaswadi,5,1903.0,6.0,140.0
812,Banaswadi,2,1222.0,2.0,80.0
813,Banaswadi,2,870.0,2.0,38.0
814,Banaswadi,2,1200.0,2.0,60.0
816,Banaswadi,1,527.0,1.0,35.0
817,Banaswadi,2,1340.0,2.0,73.0
818,Banaswadi,2,1008.0,2.0,52.0
819,Banaswadi,2,1105.0,2.0,57.0
820,Banjara Layout,2,1200.0,2.0,70.0
821,Banjara Layout,2,1050.0,2.0,64.8
822,Banjara Layout,2,753.0,3.0,59.5
823,Banjara Layout,3,2500.0,4.0,140.0
824,Bannerghatta,4,3012.0,6.0,250.0
825,Bannerghatta,3,1665.0,3.0,110.0
826,Bannerghatta,3,2370.0,4.0,195.0
827,Bannerghatta,2,1100.0,2.0,66.0
828,Bannerghatta,4,2895.5,2.0,246.0
829,Bannerghatta,2,1113.0,2.0,70.0
830,Bannerghatta,2,1200.0,2.0,73.2
831,Bannerghatta,2,1070.0,2.0,87.0
832,Bannerghatta,3,1776.0,3.0,124.0
833,Bannerghatta,3,1776.0,3.0,150.0
834,Bannerghatta Road,1,500.0,1.0,18.5
835,Bannerghatta Road,2,1050.0,2.0,65.0
836,Bannerghatta Road,3,1170.0,2.0,66.0
837,Bannerghatta Road,1,595.0,1.0,33.32
838,Bannerghatta Road,3,1445.0,3.0,95.0
839,Bannerghatta Road,3,1640.0,2.0,120.0
841,Bannerghatta Road,3,1460.0,2.0,90.0
843,Bannerghatta Road,2,1179.0,2.0,66.02
844,Bannerghatta Road,2,1122.5,2.0,58.935
845,Bannerghatta Road,2,793.0,2.0,45.0
847,Bannerghatta Road,2,1400.0,2.0,78.0
849,Bannerghatta Road,2,1215.0,2.0,50.0
850,Bannerghatta Road,3,1654.0,3.0,100.0
851,Bannerghatta Road,2,1181.0,2.0,55.0
853,Bannerghatta Road,2,1200.0,2.0,75.0
855,Bannerghatta Road,1,595.0,1.0,31.83
856,Bannerghatta Road,2,1105.0,2.0,51.0
857,Bannerghatta Road,2,1255.0,2.0,65.26
859,Bannerghatta Road,3,1550.0,3.0,82.0
861,Bannerghatta Road,3,1650.0,3.0,122.0
862,Bannerghatta Road,2,912.0,2.0,55.0
863,Bannerghatta Road,2,1218.0,2.0,73.0
865,Bannerghatta Road,2,1115.0,2.0,65.12
867,Bannerghatta Road,3,1893.0,3.0,100.0
868,Bannerghatta Road,3,1600.0,3.0,95.0
869,Bannerghatta Road,2,1275.0,2.0,65.0
870,Bannerghatta Road,2,892.0,2.0,39.0
872,Bannerghatta Road,2,1260.0,2.0,70.0
874,Bannerghatta Road,2,1157.0,2.0,40.0
875,Bannerghatta Road,2,1150.0,2.0,65.0
877,Bannerghatta Road,2,1100.0,2.0,39.0
879,Bannerghatta Road,3,1725.0,3.0,110.0
880,Bannerghatta Road,6,1850.0,6.0,150.0
882,Bannerghatta Road,2,950.0,2.0,38.0
883,Bannerghatta Road,2,1220.0,2.0,80.0
884,Bannerghatta Road,2,1130.0,2.0,78.0
886,Bannerghatta Road,3,1486.0,3.0,83.22
888,Bannerghatta Road,2,1015.0,2.0,48.0
889,Bannerghatta Road,2,1115.0,2.0,61.0
890,Bannerghatta Road,2,1136.0,2.0,48.0
891,Bannerghatta Road,4,2700.0,4.0,260.0
892,Bannerghatta Road,3,1200.0,2.0,69.0
893,Bannerghatta Road,3,1465.0,2.0,76.0
894,Bannerghatta Road,2,1302.5,2.0,67.73
895,Bannerghatta Road,2,1200.0,2.0,65.0
896,Bannerghatta Road,2,1240.0,2.0,65.0
897,Bannerghatta Road,3,1476.0,3.0,125.0
899,Bannerghatta Road,3,1532.5,3.0,84.29
901,Bannerghatta Road,2,1268.0,2.0,69.0
902,Bannerghatta Road,3,1450.0,2.0,87.0
903,Bannerghatta Road,4,2932.0,5.0,195.0
906,Bannerghatta Road,2,960.0,2.0,58.0
907,Bannerghatta Road,3,1750.0,3.0,130.0
908,Bannerghatta Road,2,1275.0,2.0,73.0
910,Bannerghatta Road,2,1240.0,2.0,71.0
912,Bannerghatta Road,2,1215.0,2.0,68.0
913,Bannerghatta Road,2,1215.0,2.0,68.0
914,Bannerghatta Road,3,1894.0,3.0,115.0
916,Bannerghatta Road,3,1693.0,3.0,89.0
917,Bannerghatta Road,2,1280.0,2.0,60.16
919,Bannerghatta Road,1,630.0,1.0,35.0
920,Bannerghatta Road,2,1215.0,2.0,68.0
921,Bannerghatta Road,3,1365.0,3.0,76.18
922,Bannerghatta Road,2,1115.0,2.0,78.0
923,Bannerghatta Road,3,1532.5,3.0,79.465
925,Bannerghatta Road,3,1655.0,3.0,90.0
926,Bannerghatta Road,2,1247.0,2.0,47.39
927,Bannerghatta Road,2,1237.5,2.0,49.49
928,Bannerghatta Road,3,1650.0,3.0,94.0
929,Bannerghatta Road,2,905.0,2.0,65.0
930,Bannerghatta Road,2,1000.0,2.0,50.0
932,Bannerghatta Road,2,1012.0,2.0,45.0
934,Bannerghatta Road,3,1460.0,2.0,80.0
935,Bannerghatta Road,2,1340.0,2.0,85.0
936,Bannerghatta Road,3,1711.0,3.0,125.0
937,Bannerghatta Road,3,1520.0,2.0,81.0
938,Bannerghatta Road,3,2826.0,3.0,148.0
939,Bannerghatta Road,2,1115.0,2.0,61.0
940,Bannerghatta Road,2,1154.0,2.0,47.0
941,Bannerghatta Road,2,1000.0,2.0,44.5
942,Bannerghatta Road,2,1250.0,2.0,48.0
943,Bannerghatta Road,3,1640.0,3.0,105.0
945,Bannerghatta Road,2,1012.0,2.0,44.0
946,Bannerghatta Road,3,1527.0,3.0,115.0
949,Bannerghatta Road,3,1550.0,3.0,96.0
950,Bannerghatta Road,2,1200.0,2.0,78.0
951,Bannerghatta Road,3,1885.0,3.0,125.0
953,Bannerghatta Road,3,1450.0,2.0,78.0
954,Bannerghatta Road,1,700.0,1.0,31.2
957,Bannerghatta Road,2,905.0,2.0,58.0
959,Bannerghatta Road,3,1920.0,3.0,122.0
960,Bannerghatta Road,4,2400.0,4.0,180.0
962,Bannerghatta Road,2,1270.0,2.0,45.0
963,Bannerghatta Road,3,1520.0,2.0,80.0
964,Bannerghatta Road,3,1270.0,2.0,73.0
965,Bannerghatta Road,3,1846.0,3.0,120.0
967,Bannerghatta Road,2,1122.5,2.0,61.74
968,Bannerghatta Road,3,1655.0,3.0,95.0
969,Bannerghatta Road,2,1206.0,2.0,53.0
970,Bannerghatta Road,2,1150.0,2.0,55.0
971,Bannerghatta Road,2,1215.0,2.0,65.0
972,Bannerghatta Road,3,1510.0,2.0,110.0
973,Bannerghatta Road,2,1022.0,2.0,35.0
974,Bannerghatta Road,2,1246.0,2.0,47.35
975,Bannerghatta Road,3,1470.0,2.0,85.0
976,Bannerghatta Road,2,1160.0,2.0,45.0
977,Bannerghatta Road,2,970.0,2.0,57.0
978,Bannerghatta Road,3,1527.0,3.0,142.0
979,Basapura,2,1100.0,2.0,60.0
980,Basapura,2,1045.0,2.0,42.0
981,Basapura,2,1100.0,2.0,60.0
982,Basapura,2,1301.0,2.0,55.0
983,Basapura,3,1540.0,2.0,70.0
984,Basapura,3,1440.0,3.0,72.0
985,Basapura,3,1294.0,2.0,52.0
986,Basapura,2,1100.0,2.0,60.0
989,Basavangudi,2,1036.0,2.0,105.0
990,Basavangudi,4,2600.0,4.0,260.0
991,Basavangudi,3,1600.0,2.0,160.0
992,Basavangudi,2,1560.0,2.0,145.0
994,Basavangudi,3,1800.0,3.0,195.0
995,Basavangudi,2,1100.0,2.0,93.0
997,Basavangudi,2,1050.0,2.0,103.0
1000,Basavangudi,2,1180.0,2.0,124.0
1002,Basavangudi,2,1200.0,2.0,120.0
1004,Basavangudi,4,2453.0,3.0,250.0
1005,Basaveshwara Nagar,5,4500.0,5.0,415.0
1006,Basaveshwara Nagar,3,1865.0,3.0,145.0
1007,Basaveshwara Nagar,2,1200.0,2.0,90.0
1008,Basaveshwara Nagar,5,2400.0,4.0,310.0
1009,Basaveshwara Nagar,2,1200.0,2.0,80.0
1010,Basaveshwara Nagar,2,900.0,2.0,60.0
1011,Basaveshwara Nagar,3,1900.0,3.0,150.0
1012,Basaveshwara Nagar,2,1200.0,2.0,85.0
1013,Basaveshwara Nagar,2,1200.0,2.0,70.0
1014,Battarahalli,2,1200.0,2.0,65.0
1015,Battarahalli,3,1779.0,3.0,89.61
1016,Battarahalli,2,1300.0,2.0,50.0
1017,Battarahalli,3,1945.0,3.0,97.42
1018,Battarahalli,3,1777.0,3.0,100.0
1019,Battarahalli,2,1135.0,2.0,43.0
1020,Battarahalli,2,1276.0,2.0,45.0
1021,Battarahalli,3,1880.0,3.0,94.36
1022,Battarahalli,2,1071.0,2.0,62.0
1023,Battarahalli,2,1165.0,2.0,43.0
1024,Battarahalli,2,1636.0,2.0,82.89
1025,Battarahalli,3,1779.0,3.0,90.0
1027,Battarahalli,2,1090.0,2.0,38.37
1028,Battarahalli,3,2082.0,3.0,104.0
1029,Battarahalli,3,2024.0,3.0,103.0
1030,Battarahalli,2,1097.0,2.0,49.0
1032,Begur,3,1419.0,2.0,59.0
1033,Begur,3,1580.0,3.0,75.0
1034,Begur,3,1559.0,3.0,63.0
1035,Begur,3,1445.0,2.0,47.1
1036,Begur,3,1475.0,2.0,74.0
1037,Begur,3,3500.0,4.0,185.0
1038,Begur,2,1100.0,2.0,55.0
1039,Begur,2,1306.0,2.0,65.0
1040,Begur,3,1304.0,3.0,65.0
1041,Begur,3,1411.0,2.0,60.0
1042,Begur,2,815.0,2.0,40.0
1043,Begur,3,1443.0,2.0,70.0
1044,Begur Road,2,1200.0,2.0,44.0
1045,Begur Road,2,1200.0,2.0,46.8
1046,Begur Road,2,1160.0,2.0,44.0
1047,Begur Road,3,1584.0,3.0,65.0
1049,Begur Road,3,1615.0,3.0,59.76
1050,Begur Road,2,1200.0,2.0,43.2
1051,Begur Road,2,1160.0,2.0,44.08
1052,Begur Road,2,1200.0,2.0,45.0
1053,Begur Road,3,1615.0,3.0,60.0
1054,Begur Road,3,1410.0,2.0,53.0
1055,Begur Road,2,1200.0,2.0,37.8
1056,Begur Road,2,1160.0,2.0,40.59
1057,Begur Road,2,1260.0,2.0,46.62
1058,Begur Road,3,1600.0,3.0,58.14
1060,Begur Road,3,1500.0,2.0,70.0
1061,Begur Road,2,1160.0,2.0,42.0
1062,Begur Road,2,1240.0,2.0,39.06
1063,Begur Road,2,1200.0,2.0,45.0
1064,Begur Road,3,1500.0,2.0,55.0
1065,Begur Road,3,1410.0,2.0,52.17
1067,Begur Road,3,1583.0,3.0,74.4
1068,Begur Road,2,1170.0,2.0,46.0
1069,Begur Road,2,1160.0,2.0,42.92
1070,Begur Road,3,1410.0,2.0,52.17
1072,Begur Road,3,1565.0,2.0,59.76
1073,Begur Road,2,1160.0,2.0,42.0
1075,Begur Road,3,1410.0,2.0,53.58
1076,Begur Road,2,1200.0,2.0,45.0
1077,Begur Road,2,1200.0,2.0,42.6
1078,Begur Road,2,1160.0,2.0,42.0
1079,Begur Road,2,1334.0,2.0,42.69
1080,Begur Road,3,1565.0,2.0,57.91
1081,Begur Road,2,1200.0,2.0,45.6
1082,Begur Road,2,1215.0,2.0,43.13
1083,Begur Road,2,1160.0,2.0,36.54
1085,Begur Road,2,1200.0,2.0,44.4
1087,Begur Road,2,1260.0,2.0,39.69
1088,Begur Road,4,2464.5,6.0,118.0
1089,Begur Road,2,1160.0,2.0,44.0
1091,Begur Road,2,952.0,2.0,42.0
1094,Begur Road,2,1200.0,2.0,42.0
1095,Begur Road,2,1240.0,2.0,45.88
1096,Begur Road,3,1200.0,3.0,50.0
1098,Begur Road,2,1200.0,2.0,44.0
1100,Begur Road,2,1100.0,2.0,42.6
1101,Begur Road,3,1565.0,2.0,57.91
1102,Begur Road,2,1200.0,2.0,44.4
1103,Begur Road,2,1160.0,2.0,36.54
1104,Begur Road,2,1215.0,2.0,43.75
1105,Begur Road,2,1200.0,2.0,44.73
1106,Begur Road,2,1160.0,2.0,42.0
1107,Begur Road,3,1410.0,2.0,54.99
1108,Bellandur,3,1767.0,3.0,103.0
1109,Bellandur,2,1205.0,2.0,66.0
1110,Bellandur,2,1250.0,2.0,76.0
1111,Bellandur,2,1000.0,2.0,50.0
1112,Bellandur,2,1281.0,2.0,74.0
1113,Bellandur,2,921.0,2.0,40.0
1115,Bellandur,3,1490.0,2.0,98.0
1117,Bellandur,3,2039.0,3.0,168.0
1118,Bellandur,3,1605.0,3.0,85.0
1119,Bellandur,3,1692.0,3.0,88.0
1120,Bellandur,2,1220.0,2.0,60.0
1121,Bellandur,2,1299.0,2.0,82.0
1122,Bellandur,2,900.0,2.0,56.0
1123,Bellandur,2,1350.0,2.0,79.0
1124,Bellandur,2,1286.0,2.0,57.0
1125,Bellandur,4,3016.0,4.0,230.0
1126,Bellandur,2,1457.0,2.0,85.0
1127,Bellandur,2,1195.0,2.0,51.0
1128,Bellandur,2,1050.0,2.0,72.0
1129,Bellandur,4,3600.0,4.0,260.0
1130,Bellandur,2,1310.0,2.0,72.0
1131,Bellandur,2,924.0,2.0,35.11
1132,Bellandur,3,1785.0,3.0,118.0
1133,Bellandur,2,1051.0,2.0,60.0
1135,Bellandur,2,1060.0,2.0,65.0
1136,Bellandur,2,1100.0,2.0,62.0
1137,Bellandur,2,1550.0,2.0,59.0
1138,Bellandur,2,924.0,2.0,35.11
1140,Bellandur,3,1685.0,3.0,100.0
1141,Bellandur,2,982.0,2.0,55.0
1142,Bellandur,2,981.0,2.0,37.28
1143,Bellandur,2,1205.0,2.0,59.0
1144,Bellandur,2,1063.0,2.0,58.0
1145,Bellandur,2,1201.0,2.0,59.99
1146,Bellandur,2,1325.0,2.0,65.0
1147,Bellandur,2,1281.0,2.0,87.0
1149,Bellandur,2,1200.0,2.0,52.0
1150,Bellandur,3,1785.0,3.0,120.0
1151,Bellandur,2,1088.0,2.0,48.0
1152,Bellandur,2,1310.0,2.0,85.0
1153,Bellandur,2,982.0,2.0,37.28
1154,Bellandur,2,1465.0,3.0,90.0
1155,Bellandur,3,1767.0,3.0,109.0
1156,Bellandur,2,924.0,2.0,35.11
1157,Bellandur,4,3600.0,4.0,245.0
1158,Bellandur,2,1170.0,2.0,46.79
1159,Bellandur,2,1150.0,2.0,69.44
1160,Bellandur,2,1200.0,2.0,45.0
1162,Bellandur,2,1410.0,3.0,92.0
1163,Bellandur,2,950.0,2.0,35.0
1164,Bellandur,2,1015.0,2.0,60.0
1166,Bellandur,3,1685.0,3.0,101.0
1167,Bellandur,3,1735.0,3.0,105.0
1168,Bellandur,3,1685.0,3.0,115.0
1169,Bellandur,3,1846.0,3.0,135.0
1170,Bellandur,2,1049.0,2.0,51.0
1172,Bellandur,2,1211.0,2.0,63.0
1173,Bellandur,3,1717.0,3.0,110.0
1175,Bellandur,2,1185.0,2.0,47.39
1176,Bellandur,2,1200.0,2.0,62.0
1180,Bellandur,2,1251.0,2.0,47.0
1182,Bellandur,2,960.0,2.0,48.0
1183,Bellandur,3,1690.0,2.0,116.0
1184,Bellandur,1,950.0,1.0,40.0
1185,Bellandur,2,850.0,2.0,45.0
1186,Bellandur,2,1454.0,2.0,90.0
1188,Bellandur,2,1195.0,2.0,52.0
1189,Bellandur,3,1435.0,2.0,115.0
1191,Bellandur,2,1260.0,2.0,83.5
1192,Bellandur,3,1535.0,3.0,90.0
1193,Bellandur,2,1047.0,2.0,75.0
1194,Bellandur,2,1096.0,2.0,40.0
1195,Bellandur,2,1262.0,2.0,47.0
1196,Benson Town,3,3200.0,4.0,350.0
1197,Benson Town,4,4460.0,5.0,650.0
1198,Benson Town,3,2850.0,4.0,470.0
1199,Benson Town,2,1300.0,2.0,120.0
1200,Benson Town,2,1567.0,3.0,140.0
1201,Benson Town,4,3633.0,6.0,550.0
1202,Benson Town,2,1688.12,2.0,270.0
1203,Benson Town,3,1805.0,3.0,280.0
1204,Benson Town,2,1688.0,2.0,280.0
1205,Bharathi Nagar,2,1322.0,2.0,68.0
1206,Bharathi Nagar,2,1351.0,2.0,70.0
1207,Bharathi Nagar,2,1384.0,2.0,59.0
1208,Bharathi Nagar,2,1351.0,2.0,74.0
1209,Bharathi Nagar,2,1432.0,2.0,68.0
1211,Bharathi Nagar,2,1349.0,2.0,56.7
1212,Bharathi Nagar,2,1328.0,2.0,69.0
1213,Bharathi Nagar,2,1300.0,2.0,55.86
1214,Bhoganhalli,3,1670.0,3.0,99.0
1217,Bhoganhalli,2,1444.0,2.0,75.97
1218,Bhoganhalli,2,1447.0,2.0,75.97
1219,Bhoganhalli,3,1700.0,3.0,126.0
1220,Bhoganhalli,2,1447.0,2.0,75.97
1225,Bhoganhalli,3,1760.0,3.0,127.0
1227,Bhoganhalli,2,1447.0,2.0,75.97
1228,Bhoganhalli,3,1949.0,3.0,129.0
1229,Bhoganhalli,3,1760.0,3.0,128.0
1230,Bhoganhalli,2,1447.0,2.0,75.97
1231,Bhoganhalli,4,2439.0,4.0,185.0
1235,Bhoganhalli,2,1444.0,2.0,75.97
1236,Bhoganhalli,2,1205.0,2.0,64.47
1237,Bhoganhalli,2,1447.0,2.0,75.97
1238,Bhoganhalli,4,2439.0,5.0,170.0
1240,Bhoganhalli,2,1205.0,2.0,68.32
1241,Bhoganhalli,2,1260.0,2.0,69.9
1242,Bhoganhalli,4,2439.0,4.0,170.0
1243,Bhoganhalli,3,1707.0,3.0,115.0
1245,Bhoganhalli,2,970.0,2.0,52.5
1247,Bhoganhalli,2,1277.0,2.0,79.89
1249,Bhoganhalli,3,1703.0,3.0,120.0
1251,Billekahalli,2,1125.0,2.0,62.0
1253,Billekahalli,2,1090.0,2.0,52.0
1254,Billekahalli,2,1112.0,2.0,62.0
1255,Billekahalli,3,2400.0,3.0,150.0
1256,Billekahalli,3,2968.0,3.0,225.0
1257,Billekahalli,2,950.0,2.0,58.11
1258,Billekahalli,2,1360.0,2.0,110.0
1259,Billekahalli,2,1125.0,2.0,65.0
1260,Billekahalli,2,950.0,2.0,56.0
1262,Billekahalli,3,1805.0,3.0,134.0
1263,Binny Pete,3,1755.0,3.0,122.0
1264,Binny Pete,1,665.0,1.0,50.75
1265,Binny Pete,3,2465.0,5.0,234.0
1267,Binny Pete,2,1245.0,2.0,86.28
1268,Binny Pete,1,660.0,1.0,54.0
1269,Binny Pete,1,665.0,1.0,46.08
1270,Binny Pete,1,660.0,1.0,62.0
1271,Binny Pete,2,1365.0,2.0,122.0
1272,Binny Pete,4,2940.0,6.0,280.0
1273,Binny Pete,3,1795.0,3.0,139.0
1274,Binny Pete,3,1740.0,3.0,150.0
1275,Binny Pete,3,1970.0,3.0,164.0
1276,Binny Pete,3,1516.0,3.0,147.0
1277,Bisuvanahalli,3,1180.0,3.0,48.0
1279,Bisuvanahalli,3,1075.0,2.0,46.0
1282,Bisuvanahalli,3,1075.0,2.0,45.0
1284,Bisuvanahalli,2,845.0,2.0,33.0
1285,Bisuvanahalli,3,1075.0,2.0,45.0
1286,Bisuvanahalli,2,845.0,2.0,37.0
1289,Bisuvanahalli,2,845.0,2.0,29.0
1290,Bisuvanahalli,3,1075.0,2.0,47.0
1291,Bisuvanahalli,2,850.0,1.0,32.0
1292,Bisuvanahalli,3,1075.0,2.0,50.0
1293,Bisuvanahalli,3,1075.0,2.0,52.0
1294,Bisuvanahalli,3,1180.0,2.0,46.0
1295,Bisuvanahalli,3,1075.0,2.0,42.0
1296,Bisuvanahalli,2,845.0,2.0,37.0
1297,Bisuvanahalli,3,1075.0,2.0,43.0
